,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,unnamed_0,unnamed_0.1,unique_key,created_date,closed_date,location_type,incident_zip,incident_address,street_name,address_type,city,landmark,status,due_date,resolution_action_updated_date,community_board,borough,x_coordinate_(state_plane),y_coordinate_(state_plane),park_borough,latitude,longitude,days_open
10162,10162,10162,10162,10162,113856,36572623,2017-06-29T11:00:00,2017-06-30T11:00:00,1-2 Family Dwelling,10304.0,328 VAN DUZER STREET,VAN DUZER STREET,ADDRESS,STATEN ISLAND,,Closed,07-29-2017 05:50:27 PM,06-30-2017 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,962398.0,168825.0,STATEN ISLAND,40.6300352,-74.0787256,1.0
10163,10163,10163,10163,10163,113858,36572635,2017-06-29T11:00:00,2017-07-14T11:00:00,Catch Basin/Sewer,10006.0,1 EXCHANGE ALLEY,EXCHANGE ALLEY,ADDRESS,NEW YORK,,Closed,07-29-2017 05:33:05 PM,07-14-2017 12:00:00 AM,01 MANHATTAN,MANHATTAN,980747.0,196794.0,MANHATTAN,40.70683010000001,-74.0126347,15.0
10164,10164,10164,10164,10164,113859,36572636,2017-06-29T11:00:00,2017-06-29T11:00:00,1-2 Family Dwelling,10301.0,9 PINE STREET,PINE STREET,ADDRESS,STATEN ISLAND,,Closed,07-29-2017 08:47:20 AM,06-29-2017 08:50:12 AM,01 STATEN ISLAND,STATEN ISLAND,959729.0,171245.0,STATEN ISLAND,40.6366706,-74.08834990000003,0.0
10165,10165,10165,10165,10165,113864,36573762,2017-06-29T11:00:00,2017-06-29T11:00:00,Other (Explain Below),10306.0,,,INTERSECTION,STATEN ISLAND,,Closed,07-29-2017 02:55:49 PM,06-29-2017 03:02:03 PM,02 STATEN ISLAND,STATEN ISLAND,954222.0,147738.0,STATEN ISLAND,40.57213170000001,-74.10808730000002,0.0
10166,10166,10166,10166,10166,113879,36577040,2017-06-29T11:00:00,2017-07-27T14:38:39,Other (Explain Below),10306.0,,,INTERSECTION,STATEN ISLAND,,Closed,07-29-2017 01:03:46 PM,07-27-2017 03:38:39 PM,03 STATEN ISLAND,STATEN ISLAND,946820.0,141790.0,STATEN ISLAND,40.55577750000001,-74.1346982,27.0
10167,10167,10167,10167,10167,113882,36578081,2017-06-29T11:00:00,2017-07-22T11:00:00,1-2 Family Dwelling,10310.0,39 PURCELL STREET,PURCELL STREET,ADDRESS,STATEN ISLAND,,Closed,07-29-2017 02:43:20 PM,07-22-2017 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,951466.0,167558.0,STATEN ISLAND,40.6265238,-74.1181038,23.0
10168,10168,10168,10168,10168,113889,36580192,2017-06-29T11:00:00,2017-06-29T11:00:00,Commercial Building,10303.0,1825 FOREST AVENUE,FOREST AVENUE,LATLONG,STATEN ISLAND,,Closed,07-29-2017 09:23:53 AM,06-29-2017 09:26:58 AM,Unspecified STATEN ISLAND,STATEN ISLAND,942691.0,167166.0,STATEN ISLAND,40.625412,-74.14971159999997,0.0
10169,10169,10169,10169,10169,113899,36637906,2017-07-07T11:00:00,2017-07-27T14:38:01,1-2 Family Dwelling,10306.0,100 JUSTIN AVENUE,JUSTIN AVENUE,LATLONG,STATEN ISLAND,,Closed,08-06-2017 05:51:00 PM,07-27-2017 03:38:01 PM,Unspecified STATEN ISLAND,STATEN ISLAND,946695.0,141812.0,STATEN ISLAND,40.55583950000001,-74.13514709999998,19.0
10170,10170,10170,10170,10170,113909,36586140,2017-06-30T11:00:00,2017-07-11T11:00:00,1-2 Family Dwelling,10312.0,104 RUSSEK DRIVE,RUSSEK DRIVE,ADDRESS,STATEN ISLAND,,Closed,07-30-2017 06:00:27 PM,07-11-2017 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,928746.0,139407.0,STATEN ISLAND,40.5491419,-74.1997208,11.0
10171,10171,10171,10171,10171,113924,36590410,2017-07-01T11:00:00,2017-07-12T11:00:00,3+ Family Apt. Building,10001.0,264 10TH AVENUE,10TH AVENUE,LATLONG,NEW YORK,,Closed,07-31-2017 06:27:46 PM,07-12-2017 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,983594.0,212165.0,MANHATTAN,40.7490219,-74.002365,11.0
10172,10172,10172,10172,10172,113933,36592477,2017-07-01T11:00:00,2017-07-10T11:00:00,Other (Explain Below),10314.0,WOODBINE AVENUE,WOODBINE AVENUE,BLOCKFACE,STATEN ISLAND,,Closed,07-31-2017 10:46:59 AM,07-10-2017 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,943103.0,163709.0,STATEN ISLAND,40.6159242,-74.1482078,9.0
10173,10173,10173,10173,10173,113943,36594705,2017-07-01T11:00:00,2017-08-07T11:00:00,1-2 Family Dwelling,10306.0,140 ROMA AVENUE,ROMA AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-31-2017 08:18:14 AM,08-07-2017 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,955620.0,144170.0,STATEN ISLAND,40.5623429,-74.10304000000002,37.0
10174,10174,10174,10174,10174,113946,36595846,2017-07-01T11:00:00,2017-07-10T11:00:00,1-2 Family Dwelling,10314.0,174 WOODBINE AVENUE,WOODBINE AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-31-2017 06:26:22 AM,07-10-2017 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,943059.0,163516.0,STATEN ISLAND,40.6153943,-74.1483652,9.0
10175,10175,10175,10175,10175,113951,36596484,2017-07-02T11:00:00,2017-07-22T12:32:22,Other (Explain Below),10310.0,50 CLOVE LAKE PLACE,CLOVE LAKE PLACE,ADDRESS,STATEN ISLAND,,Closed,08-01-2017 10:39:27 AM,07-22-2017 01:32:22 PM,01 STATEN ISLAND,STATEN ISLAND,951313.0,167671.0,STATEN ISLAND,40.6268334,-74.1186555,19.0
10176,10176,10176,10176,10176,113964,36600649,2017-07-02T11:00:00,2017-07-22T11:00:00,3+ Family Mixed Use Building,10310.0,PURCELL STREET,PURCELL STREET,BLOCKFACE,STATEN ISLAND,,Closed,08-01-2017 07:29:15 PM,07-22-2017 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,951388.0,167488.0,STATEN ISLAND,40.6263314,-74.11838440000002,20.0
10177,10177,10177,10177,10177,114017,36611122,2017-07-04T11:00:00,2017-07-10T11:00:00,1-2 Family Dwelling,10314.0,90 BRADLEY AVENUE,BRADLEY AVENUE,LATLONG,STATEN ISLAND,,Closed,08-03-2017 05:56:05 PM,07-10-2017 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,947433.0,161496.0,STATEN ISLAND,40.6098709,-74.1325989,6.0
10178,10178,10178,10178,10178,114027,36612779,2017-07-04T11:00:00,2017-07-14T11:00:00,3+ Family Apt. Building,11220.0,460 52 STREET,52 STREET,ADDRESS,BROOKLYN,,Closed,08-03-2017 10:14:20 PM,07-14-2017 12:00:00 AM,07 BROOKLYN,BROOKLYN,980805.0,174099.0,BROOKLYN,40.6445375,-74.01241390000001,10.0
10179,10179,10179,10179,10179,114065,36619606,2017-07-05T11:00:00,2017-07-29T11:00:00,3+ Family Apt. Building,10310.0,46 SKINNER LANE,SKINNER LANE,ADDRESS,STATEN ISLAND,,Closed,08-04-2017 11:47:27 AM,07-29-2017 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,951763.0,172462.0,STATEN ISLAND,40.63998529999999,-74.1170575,24.0
10180,10180,10180,10180,10180,114068,36619609,2017-07-05T11:00:00,2017-07-05T11:00:00,1-2 Family Dwelling,10302.0,12 RILEY PLACE,RILEY PLACE,ADDRESS,STATEN ISLAND,,Closed,08-04-2017 01:52:51 PM,07-05-2017 02:03:14 PM,01 STATEN ISLAND,STATEN ISLAND,945277.0,168410.0,STATEN ISLAND,40.6288373,-74.14040440000002,0.0
10181,10181,10181,10181,10181,114142,36636178,2017-07-07T11:00:00,2017-08-04T11:00:00,Catch Basin/Sewer,10306.0,,,INTERSECTION,STATEN ISLAND,,Closed,08-06-2017 05:19:15 PM,08-04-2017 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,946629.0,141610.0,STATEN ISLAND,40.5552826,-74.1353845,28.0
10182,10182,10182,10182,10182,114146,36636968,2017-07-07T11:00:00,2017-07-24T11:00:00,1-2 Family Dwelling,10302.0,97 CLINTON PLACE,CLINTON PLACE,ADDRESS,STATEN ISLAND,,Closed,08-06-2017 08:19:11 PM,07-24-2017 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,945814.0,169790.0,STATEN ISLAND,40.63262750000001,-74.1384777,17.0
10183,10183,10183,10183,10183,114149,36636986,2017-07-07T11:00:00,2017-07-27T14:37:03,1-2 Family Dwelling,10306.0,61 KELVIN AVENUE,KELVIN AVENUE,ADDRESS,STATEN ISLAND,,Closed,08-06-2017 06:37:43 PM,07-27-2017 03:37:03 PM,03 STATEN ISLAND,STATEN ISLAND,946709.0,141528.0,STATEN ISLAND,40.5550579,-74.1350962,19.0
10184,10184,10184,10184,10184,114151,36636988,2017-07-07T11:00:00,2017-07-27T14:37:23,Other (Explain Below),10306.0,51 KELVIN AVENUE,KELVIN AVENUE,ADDRESS,STATEN ISLAND,,Closed,08-06-2017 04:52:25 PM,07-27-2017 03:37:23 PM,03 STATEN ISLAND,STATEN ISLAND,946568.0,141680.0,STATEN ISLAND,40.5554745,-74.1356044,19.0
10185,10185,10185,10185,10185,114153,36637030,2017-07-07T11:00:00,2017-07-11T11:00:00,Other (Explain Below),11209.0,,,INTERSECTION,BROOKLYN,,Closed,08-06-2017 04:41:09 PM,07-11-2017 12:00:00 AM,10 BROOKLYN,BROOKLYN,974315.0,167451.0,BROOKLYN,40.6262852,-74.0357905,4.0
10186,10186,10186,10186,10186,114156,18337822,2010-07-25T11:00:00,2010-07-28T13:36:42,1-2 Family Mixed Use Building,10310.0,10 DEGROOT PLACE,DEGROOT PLACE,ADDRESS,STATEN ISLAND,,Closed,08-24-2010 12:09:17 PM,07-29-2010 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,949932.0,170814.0,STATEN ISLAND,40.635455,-74.12364659999999,2.0
10187,10187,10187,10187,10187,114160,36638960,2017-07-07T11:00:00,2017-07-11T11:00:00,Commercial Building,11209.0,508 74 STREET,74 STREET,ADDRESS,BROOKLYN,,Closed,08-06-2017 10:30:56 AM,07-11-2017 12:00:00 AM,10 BROOKLYN,BROOKLYN,978201.0,168831.0,BROOKLYN,40.6300765,-74.0217926,4.0
10188,10188,10188,10188,10188,114163,36638963,2017-07-07T11:00:00,2017-08-07T23:36:25,Other (Explain Below),10314.0,,,INTERSECTION,STATEN ISLAND,,Closed,08-06-2017 11:01:56 AM,08-07-2017 12:36:25 PM,Unspecified STATEN ISLAND,STATEN ISLAND,938295.0,160694.0,STATEN ISLAND,40.6076251,-74.16550529999998,31.0
10189,10189,10189,10189,10189,114196,36646422,2017-07-08T11:00:00,2017-07-27T14:37:23,1-2 Family Dwelling,10306.0,51 KELVIN AVENUE,KELVIN AVENUE,ADDRESS,STATEN ISLAND,,Closed,08-07-2017 09:07:56 AM,07-27-2017 03:37:23 PM,03 STATEN ISLAND,STATEN ISLAND,946568.0,141680.0,STATEN ISLAND,40.5554745,-74.1356044,18.0
10190,10190,10190,10190,10190,114197,36646423,2017-07-08T11:00:00,2017-07-14T11:00:00,Other (Explain Below),11220.0,,,INTERSECTION,BROOKLYN,,Closed,08-07-2017 02:44:02 AM,07-14-2017 12:00:00 AM,07 BROOKLYN,BROOKLYN,982089.0,171424.0,BROOKLYN,40.6371956,-74.00778620000001,6.0
10191,10191,10191,10191,10191,114208,36648916,2017-07-08T11:00:00,2017-07-30T11:00:00,1-2 Family Dwelling,10309.0,1019 IONIA AVENUE,IONIA AVENUE,ADDRESS,STATEN ISLAND,,Closed,08-07-2017 10:55:11 AM,07-30-2017 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,926758.0,134072.0,STATEN ISLAND,40.53448570000001,-74.2068288,22.0
10192,10192,10192,10192,10192,114210,36648918,2017-07-08T11:00:00,2017-07-19T11:00:00,Other (Explain Below),10314.0,161 WILLOW ROAD EAST,WILLOW ROAD EAST,ADDRESS,STATEN ISLAND,,Closed,08-07-2017 11:03:39 AM,07-19-2017 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,943094.0,165557.0,STATEN ISLAND,40.6209966,-74.1482515,11.0
10193,10193,10193,10193,10193,114212,36649291,2017-07-08T11:00:00,2017-07-31T13:55:47,1-2 Family Dwelling,10314.0,162 GANNON AVENUE SOUTH,GANNON AVENUE SOUTH,LATLONG,STATEN ISLAND,,Closed,08-07-2017 09:14:54 AM,07-31-2017 02:55:47 PM,Unspecified STATEN ISLAND,STATEN ISLAND,949035.0,160832.0,STATEN ISLAND,40.6080551,-74.1268234,22.0
10194,10194,10194,10194,10194,114217,36650929,2017-07-08T11:00:00,2017-07-11T11:00:00,Catch Basin/Sewer,10006.0,,,INTERSECTION,NEW YORK,,Closed,08-07-2017 11:39:57 PM,07-11-2017 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,980542.0,196909.0,MANHATTAN,40.70714570000001,-74.01337420000002,3.0
10195,10195,10195,10195,10195,114230,36653155,2017-07-09T11:00:00,2017-07-14T11:00:00,3+ Family Apt. Building,11220.0,460 52 STREET,52 STREET,ADDRESS,BROOKLYN,,Closed,08-08-2017 08:49:50 PM,07-14-2017 12:00:00 AM,07 BROOKLYN,BROOKLYN,980805.0,174099.0,BROOKLYN,40.6445375,-74.01241390000001,5.0
10196,10196,10196,10196,10196,114249,36655545,2017-07-09T11:00:00,2017-07-22T11:00:00,1-2 Family Dwelling,10305.0,2 DUMONT AVENUE,DUMONT AVENUE,ADDRESS,STATEN ISLAND,,Closed,08-08-2017 03:31:45 PM,07-22-2017 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,959820.0,156132.0,STATEN ISLAND,40.5951888,-74.08796729999997,13.0
10197,10197,10197,10197,10197,114262,36657613,2017-07-09T11:00:00,2017-09-14T10:38:56,Other (Explain Below),10314.0,WILLOW ROAD EAST,WILLOW ROAD EAST,BLOCKFACE,STATEN ISLAND,,Closed,08-08-2017 08:32:16 AM,09-14-2017 11:38:56 AM,Unspecified STATEN ISLAND,STATEN ISLAND,943046.0,165498.0,STATEN ISLAND,40.6208344,-74.14842409999999,66.0
10198,10198,10198,10198,10198,114269,36658815,2017-07-10T11:00:00,2017-07-30T11:00:00,1-2 Family Dwelling,10309.0,1019 IONIA AVENUE,IONIA AVENUE,ADDRESS,STATEN ISLAND,,Closed,08-09-2017 10:35:20 AM,07-30-2017 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,926758.0,134072.0,STATEN ISLAND,40.53448570000001,-74.2068288,20.0
10199,10199,10199,10199,10199,114277,36660679,2017-07-10T11:00:00,2017-07-14T11:00:00,Vacant Building,10312.0,40 RUSSEK DRIVE,RUSSEK DRIVE,ADDRESS,STATEN ISLAND,,Closed,08-09-2017 04:03:50 PM,07-14-2017 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,928578.0,139948.0,STATEN ISLAND,40.5506258,-74.2003297,4.0
10200,10200,10200,10200,10200,114282,36661231,2017-07-10T11:00:00,2017-07-11T11:00:00,Catch Basin/Sewer,10006.0,,,INTERSECTION,NEW YORK,,Closed,08-09-2017 05:57:17 PM,07-11-2017 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,980542.0,196909.0,MANHATTAN,40.70714570000001,-74.01337420000002,1.0
10201,10201,10201,10201,10201,114296,36662453,2017-07-10T11:00:00,2017-07-14T11:00:00,1-2 Family Dwelling,10312.0,264 EDGEGROVE AVENUE,EDGEGROVE AVENUE,ADDRESS,STATEN ISLAND,,Closed,08-09-2017 12:33:58 PM,07-14-2017 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,933773.0,136996.0,STATEN ISLAND,40.54255420000001,-74.18161409999998,4.0
10202,10202,10202,10202,10202,114314,36664875,2017-07-10T11:00:00,2017-07-11T11:00:00,1-2 Family Dwelling,11219.0,6214 10 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,,Closed,08-09-2017 03:34:28 PM,07-11-2017 12:00:00 AM,10 BROOKLYN,BROOKLYN,982448.0,169370.0,BROOKLYN,40.6315579,-74.0064922,1.0
10203,10203,10203,10203,10203,114322,36664903,2017-07-10T11:00:00,2017-07-14T11:00:00,1-2 Family Mixed Use Building,11220.0,450 52 STREET,52 STREET,ADDRESS,BROOKLYN,,Closed,08-09-2017 07:16:13 AM,07-14-2017 12:00:00 AM,07 BROOKLYN,BROOKLYN,980761.0,174133.0,BROOKLYN,40.6446308,-74.0125725,4.0
10204,10204,10204,10204,10204,114355,36668799,2017-07-11T11:00:00,2017-07-21T11:00:00,1-2 Family Dwelling,10304.0,32 IRVING PLACE,IRVING PLACE,ADDRESS,STATEN ISLAND,,Closed,08-10-2017 10:26:49 AM,07-21-2017 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,960617.0,164248.0,STATEN ISLAND,40.61746770000001,-74.08512590000002,10.0
10205,10205,10205,10205,10205,114357,36669609,2017-07-11T11:00:00,2017-07-11T11:00:00,Parking Lot/Garage,10306.0,2425 HYLAN BOULEVARD,HYLAN BOULEVARD,ADDRESS,STATEN ISLAND,,Closed,08-10-2017 08:30:59 PM,07-11-2017 08:41:32 PM,02 STATEN ISLAND,STATEN ISLAND,954154.0,147654.0,STATEN ISLAND,40.5719009,-74.10833170000002,0.0
10206,10206,10206,10206,10206,114369,36671170,2017-07-11T11:00:00,2017-07-26T11:00:00,Commercial Building,10304.0,180 BROAD STREET,BROAD STREET,ADDRESS,STATEN ISLAND,,Closed,08-10-2017 08:21:04 AM,07-26-2017 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,961854.0,166715.0,STATEN ISLAND,40.62424229999999,-74.08067840000002,15.0
10207,10207,10207,10207,10207,114372,36673638,2017-07-11T11:00:00,2017-07-19T11:00:00,1-2 Family Dwelling,10014.0,345 WEST 13 STREET,WEST 13 STREET,ADDRESS,NEW YORK,,Closed,08-10-2017 12:43:36 PM,07-19-2017 12:00:00 AM,02 MANHATTAN,MANHATTAN,982884.0,208835.0,MANHATTAN,40.7398803,-74.00492940000002,8.0
10208,10208,10208,10208,10208,114375,36673708,2017-07-11T11:00:00,2017-07-25T11:00:00,1-2 Family Dwelling,10301.0,93 MONROE AVENUE,MONROE AVENUE,ADDRESS,STATEN ISLAND,,Closed,08-10-2017 10:18:19 AM,07-25-2017 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,962319.0,172195.0,STATEN ISLAND,40.6392849,-74.07902109999998,14.0
10209,10209,10209,10209,10209,114389,36675542,2017-07-11T11:00:00,2017-07-26T11:00:00,1-2 Family Dwelling,10304.0,344 VAN DUZER STREET,VAN DUZER STREET,ADDRESS,STATEN ISLAND,,Closed,08-10-2017 02:07:40 PM,07-26-2017 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,962321.0,168715.0,STATEN ISLAND,40.6297331,-74.0790026,15.0
10210,10210,10210,10210,10210,114394,36675805,2017-07-11T11:00:00,2017-07-20T11:00:00,Other (Explain Below),11220.0,,,INTERSECTION,BROOKLYN,,Closed,08-10-2017 10:22:38 PM,07-20-2017 12:00:00 AM,10 BROOKLYN,BROOKLYN,978390.0,171803.0,BROOKLYN,40.6382342,-74.0211142,9.0
10211,10211,10211,10211,10211,114404,36678097,2017-07-12T11:00:00,2017-07-18T11:00:00,1-2 Family Dwelling,10302.0,248 DECKER AVENUE,DECKER AVENUE,ADDRESS,STATEN ISLAND,,Closed,08-11-2017 08:51:23 PM,07-18-2017 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,945776.0,167785.0,STATEN ISLAND,40.627124,-74.1386032,6.0
10212,10212,10212,10212,10212,114417,36679321,2017-07-12T11:00:00,2017-08-07T12:56:25,Other (Explain Below),10314.0,,,INTERSECTION,STATEN ISLAND,,Closed,08-11-2017 12:34:13 PM,08-07-2017 01:56:25 PM,Unspecified STATEN ISLAND,STATEN ISLAND,941091.0,160984.0,STATEN ISLAND,40.6084351,-74.1554375,25.0
10213,10213,10213,10213,10213,114423,36680501,2017-07-12T13:47:50,,Other (Explain Below),10014.0,,,INTERSECTION,NEW YORK,,Pending,08-11-2017 02:47:50 PM,07-12-2017 02:59:27 PM,02 MANHATTAN,MANHATTAN,981576.0,208203.0,MANHATTAN,40.7381453,-74.00964920000001,
10214,10214,10214,10214,10214,114424,36680502,2017-07-12T11:00:00,2017-07-18T11:00:00,3+ Family Apt. Building,10011.0,343 WEST 20 STREET,WEST 20 STREET,ADDRESS,NEW YORK,,Closed,08-11-2017 12:10:30 PM,07-18-2017 12:00:00 AM,04 MANHATTAN,MANHATTAN,983939.0,210325.0,MANHATTAN,40.7439701,-74.0011223,6.0
10215,10215,10215,10215,10215,114452,36686392,2017-07-13T13:38:44,,Other (Explain Below),10314.0,167 WOODBINE AVENUE,WOODBINE AVENUE,ADDRESS,STATEN ISLAND,,Pending,08-12-2017 02:38:44 PM,07-13-2017 02:44:02 PM,01 STATEN ISLAND,STATEN ISLAND,943077.0,163568.0,STATEN ISLAND,40.61553710000001,-74.1483006,
10216,10216,10216,10216,10216,114454,36686394,2017-07-13T11:00:00,2017-07-22T11:00:00,Vacant Lot,10305.0,69 PIAVE AVENUE,PIAVE AVENUE,ADDRESS,STATEN ISLAND,,Closed,08-12-2017 05:22:22 PM,07-22-2017 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,964758.0,155903.0,STATEN ISLAND,40.5945725,-74.07018599999998,9.0
10217,10217,10217,10217,10217,114455,36686399,2017-07-13T11:00:00,2017-07-22T11:00:00,1-2 Family Dwelling,10312.0,55 SEGUINE PLACE,SEGUINE PLACE,ADDRESS,STATEN ISLAND,,Closed,08-12-2017 04:56:31 PM,07-22-2017 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,936361.0,135993.0,STATEN ISLAND,40.5398155,-74.17229549999998,9.0
10218,10218,10218,10218,10218,114467,36687398,2017-07-13T12:47:18,,1-2 Family Dwelling,10314.0,174 WOODBINE AVENUE,WOODBINE AVENUE,ADDRESS,STATEN ISLAND,,Pending,08-12-2017 01:47:18 PM,07-13-2017 01:53:14 PM,01 STATEN ISLAND,STATEN ISLAND,943059.0,163516.0,STATEN ISLAND,40.6153943,-74.1483652,
10219,10219,10219,10219,10219,114498,36690156,2017-07-13T11:00:00,2017-08-16T11:00:00,1-2 Family Dwelling,10306.0,24 NEPTUNE STREET,NEPTUNE STREET,ADDRESS,STATEN ISLAND,,Closed,08-12-2017 08:32:03 PM,08-16-2017 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,956674.0,145037.0,STATEN ISLAND,40.564726,-74.0992502,34.0
10220,10220,10220,10220,10220,114512,36691112,2017-07-13T11:00:00,2017-07-13T11:00:00,1-2 Family Dwelling,10314.0,240 BRYSON AVENUE,BRYSON AVENUE,ADDRESS,STATEN ISLAND,,Closed,08-12-2017 11:06:38 AM,07-13-2017 11:11:31 AM,01 STATEN ISLAND,STATEN ISLAND,944169.0,163594.0,STATEN ISLAND,40.6156135,-74.1443675,0.0
10221,10221,10221,10221,10221,114525,36692871,2017-07-13T11:00:00,2017-07-14T11:00:00,1-2 Family Dwelling,11209.0,9 78 STREET,78 STREET,ADDRESS,BROOKLYN,,Closed,08-12-2017 06:37:29 PM,07-14-2017 12:00:00 AM,10 BROOKLYN,BROOKLYN,973824.0,169335.0,BROOKLYN,40.6314558,-74.0375623,1.0
10222,10222,10222,10222,10222,114546,36696902,2017-07-14T11:00:00,2017-08-03T11:00:00,1-2 Family Dwelling,11219.0,1162 67 STREET,67 STREET,ADDRESS,BROOKLYN,,Closed,08-13-2017 01:35:44 PM,08-03-2017 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,982630.0,167595.0,BROOKLYN,40.6266859,-74.005836,20.0
10223,10223,10223,10223,10223,114575,36702512,2017-07-15T11:00:00,2017-08-09T11:00:00,3+ Family Apt. Building,10303.0,28 BETTY COURT,BETTY COURT,ADDRESS,STATEN ISLAND,,Closed,08-14-2017 03:53:57 PM,08-09-2017 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,937300.0,172699.0,STATEN ISLAND,40.640571,-74.1691722,25.0
10224,10224,10224,10224,10224,114589,36707815,2017-07-15T11:00:00,2017-08-11T11:00:00,3+ Family Apt. Building,10306.0,209 HETT AVENUE,HETT AVENUE,ADDRESS,STATEN ISLAND,,Closed,08-14-2017 05:34:19 PM,08-11-2017 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,955037.0,143786.0,STATEN ISLAND,40.561287,-74.1051366,27.0
10225,10225,10225,10225,10225,114593,36708417,2017-07-15T11:00:00,2017-08-06T15:13:15,3+ Family Apt. Building,10310.0,24 SKINNER LANE,SKINNER LANE,ADDRESS,STATEN ISLAND,,Closed,08-14-2017 09:53:23 AM,08-06-2017 04:13:15 PM,Unspecified STATEN ISLAND,STATEN ISLAND,951940.0,172487.0,STATEN ISLAND,40.640054600000006,-74.1164198,21.0
10226,10226,10226,10226,10226,114599,36709669,2017-07-15T11:00:00,2017-08-07T23:15:55,1-2 Family Dwelling,10314.0,FERNDALE AVENUE,FERNDALE AVENUE,BLOCKFACE,STATEN ISLAND,,Closed,08-14-2017 02:36:26 PM,08-07-2017 12:15:55 PM,Unspecified STATEN ISLAND,STATEN ISLAND,940331.0,155690.0,STATEN ISLAND,40.5939004,-74.1581402,23.0
10227,10227,10227,10227,10227,114602,36710373,2017-07-16T11:00:00,2017-07-22T11:00:00,1-2 Family Dwelling,10312.0,34 JEANETTE AVENUE,JEANETTE AVENUE,ADDRESS,STATEN ISLAND,,Closed,08-15-2017 08:15:23 PM,07-22-2017 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,935370.0,137238.0,STATEN ISLAND,40.5432274,-74.17586990000002,6.0
10228,10228,10228,10228,10228,114611,36711651,2017-07-16T11:00:00,2017-08-20T11:00:00,Commercial Building,10310.0,,,INTERSECTION,STATEN ISLAND,,Closed,08-15-2017 03:44:18 PM,08-20-2017 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,952784.0,168561.0,STATEN ISLAND,40.6292816,-74.1133604,35.0
10229,10229,10229,10229,10229,114628,36715002,2017-07-16T11:00:00,2017-08-20T11:00:00,1-2 Family Dwelling,10310.0,92 EAST RALEIGH AVENUE,EAST RALEIGH AVENUE,ADDRESS,STATEN ISLAND,,Closed,08-15-2017 08:27:27 AM,08-20-2017 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,952395.0,167965.0,STATEN ISLAND,40.6276443,-74.11475899999998,35.0
10230,10230,10230,10230,10230,114634,36716629,2017-07-17T11:00:00,2017-07-17T11:00:00,Commercial Building,10006.0,41 TRINITY PLACE,TRINITY PLACE,ADDRESS,NEW YORK,,Closed,08-16-2017 09:43:17 AM,07-17-2017 09:52:17 AM,01 MANHATTAN,MANHATTAN,980594.0,197005.0,MANHATTAN,40.7074092,-74.0131867,0.0
10231,10231,10231,10231,10231,114638,36716703,2017-07-17T11:00:00,2017-08-01T11:00:00,1-2 Family Dwelling,10014.0,14 BEDFORD STREET,BEDFORD STREET,ADDRESS,NEW YORK,,Closed,08-16-2017 01:01:19 PM,08-01-2017 12:00:00 AM,02 MANHATTAN,MANHATTAN,983282.0,204900.0,MANHATTAN,40.7290798,-74.0034926,15.0
